Seed,Method,Steps,Relative L2,PDE residual norm,BC error,IC error,wall time,solver steps,action norm,return,paired improvement,Case
42,PINN-style refinement,1,0.58998042345047,3038.48095703125,0.0,0.0,0.012949799885973334,1,0.0006304727867245674,-5.4241896577877924e-05,-3.2007694244384766e-05,2
42,Supervised Neural Operator Corrector,1,0.5901466012001038,2957.8896484375,0.0,0.0,0.006124699953943491,1,0.008867801167070866,-0.000335908291162923,-0.00019818544387817383,2
42,TD3 from scratch,1,0.5893874764442444,3047.728759765625,0.0,0.0,0.005034299800172448,1,0.019022364169359207,0.0009511334355920553,0.0005609393119812012,2
42,TD3+BC without physics regularization,1,0.5901653170585632,3040.106201171875,0.0,0.0,0.004916499834507704,1,0.022113455459475517,-0.0003678342909552157,-0.00021690130233764648,2
42,RL Neural Operator Solver,1,0.5901466012001038,2957.8896484375,0.0,0.0,0.009014700073748827,1,0.008867801167070866,-0.000335908291162923,-0.00019818544387817383,2
42,Base FNO Initializer,1,0.2845974266529083,449.0837707519531,0.0,0.0,1.4998950064182281e-06,0,0.0,0.0,0.0,3
42,Gradient residual refinement,1,0.28336939215660095,421.6784362792969,0.0,0.0,0.005248800152912736,1,0.009309698827564716,0.004324327688664198,0.001228034496307373,3
42,PINN-style refinement,1,0.28447651863098145,446.2132568359375,0.0,0.0,0.01294299983419478,1,0.0005994784878566861,0.00042489066254347563,0.00012090802192687988,3
42,Supervised Neural Operator Corrector,1,0.2815447449684143,403.5418395996094,0.0,0.0,0.006756599992513657,1,0.008555161766707897,0.010784165933728218,0.0030526816844940186,3
42,TD3 from scratch,1,0.2816603481769562,462.9506530761719,0.0,0.0,0.005153800128027797,1,0.017884019762277603,0.010373559780418873,0.0029370784759521484,3
42,TD3+BC without physics regularization,1,0.28503966331481934,455.38201904296875,0.0,0.0,0.005280300043523312,1,0.021852334961295128,-0.001552952453494072,-0.00044223666191101074,3
42,RL Neural Operator Solver,1,0.2815447449684143,403.5418395996094,0.0,0.0,0.004920100094750524,1,0.008555161766707897,0.010784165933728218,0.0030526816844940186,3
42,Base FNO Initializer,1,0.5127531886100769,2202.84765625,0.0,0.0,1.0998919606208801e-06,0,0.0,0.0,0.0,4
42,Gradient residual refinement,1,0.512965202331543,2104.29931640625,0.0,0.0,0.004179500043392181,1,0.010001135058701038,-0.0004134340269956738,-0.00021201372146606445,4
42,PINN-style refinement,1,0.5127854943275452,2197.310791015625,0.0,0.0,0.012963799992576241,1,0.0006279106019064784,-6.300429231487215e-05,-3.230571746826172e-05,4
42,Supervised Neural Operator Corrector,1,0.5126480460166931,2114.980224609375,0.0,0.0,0.003578400006517768,1,0.008800090290606022,0.0002049802424153313,0.00010514259338378906,4
42,TD3 from scratch,1,0.5119944214820862,2215.08984375,0.0,0.0,0.005309999920427799,1,0.01930772140622139,0.0014807264087721705,0.0007587671279907227,4
42,TD3+BC without physics regularization,1,0.5130711197853088,2203.209716796875,0.0,0.0,0.005644699791446328,1,0.02204413153231144,-0.0006200849311426282,-0.0003179311752319336,4
42,RL Neural Operator Solver,1,0.5126480460166931,2114.980224609375,0.0,0.0,0.0053900000639259815,1,0.008800090290606022,0.0002049802424153313,0.00010514259338378906,4
42,Base FNO Initializer,1,0.3471837341785431,1123.4268798828125,0.0,0.0,1.400010660290718e-06,0,0.0,0.0,0.0,5
42,Gradient residual refinement,1,0.34703847765922546,1054.59814453125,0.0,0.0,0.00344299990683794,1,0.009815541096031666,0.00041840807534754276,0.00014525651931762695,5
42,PINN-style refinement,1,0.3472054600715637,1119.023681640625,0.0,0.0,0.01069389982149005,1,0.0006162968347780406,-6.258702342165634e-05,-2.1725893020629883e-05,5
42,Supervised Neural Operator Corrector,1,0.34573662281036377,1050.76416015625,0.0,0.0,0.0032986998558044434,1,0.00857588741928339,0.004176785703748465,0.0014471113681793213,5
42,TD3 from scratch,1,0.34569984674453735,1142.7838134765625,0.0,0.0,0.0059217000380158424,1,0.019290728494524956,0.004282996524125338,0.0014838874340057373,5
42,TD3+BC without physics regularization,1,0.3476684093475342,1128.875244140625,0.0,0.0,0.005434900056570768,1,0.02199956588447094,-0.0013953077141195536,-0.00048467516899108887,5
42,RL Neural Operator Solver,1,0.34573662281036377,1050.76416015625,0.0,0.0,0.005298999836668372,1,0.00857588741928339,0.004176785703748465,0.0014471113681793213,5
42,Base FNO Initializer,1,0.38178154826164246,1328.7618408203125,0.0,0.0,9.0012326836586e-07,0,0.0,0.0,0.0,6
42,Gradient residual refinement,1,0.3817760646343231,1249.812744140625,0.0,0.0,0.003700800007209182,1,0.009880982339382172,1.425619575456949e-05,5.4836273193359375e-06,6
42,PINN-style refinement,1,0.38181358575820923,1323.9781494140625,0.0,0.0,0.009789699921384454,1,0.0006245158147066832,-8.392705785809085e-05,-3.203749656677246e-05,6
42,Supervised Neural Operator Corrector,1,0.3807533085346222,1250.1875,0.0,0.0,0.003796699922531843,1,0.008673600852489471,0.002696889452636242,0.0010282397270202637,6
42,TD3 from scratch,1,0.3805183470249176,1349.0352783203125,0.0,0.0,0.005272599868476391,1,0.01944158226251602,0.003314053174108267,0.0012632012367248535,6
42,TD3+BC without physics regularization,1,0.38222208619117737,1333.657958984375,0.0,0.0,0.00566280004568398,1,0.021996531635522842,-0.0011534816585481167,-0.0004405379295349121,6
42,RL Neural Operator Solver,1,0.3807533085346222,1250.1875,0.0,0.0,0.0049242000095546246,1,0.008673600852489471,0.002696889452636242,0.0010282397270202637,6
