Seed,Case,Step,Horizon,GreedyImmediateReward,GreedyFinalError,LongHorizonReturn,LongHorizonFinalError,AbsoluteOracleGain,RelativeOracleGain,GreedyActionShift,LongActionShift,ActionsDifferent
42,14,3,20,0.04172529652714729,0.22163787484169006,0.24215056002140045,0.22163787484169006,0.0,0.0,0.4999999701976776,0.4999999701976776,False
42,14,4,20,0.03756558150053024,0.22605600953102112,0.20029316842556,0.22605600953102112,0.0,0.0,0.5,0.5,False
42,14,5,20,0.04104889556765556,0.22202633321285248,0.19742423295974731,0.22202633321285248,0.0,0.0,0.4999999701976776,0.4999999701976776,False
42,14,6,20,0.04029416665434837,0.22283168137073517,0.17494487762451172,0.22283168137073517,0.0,0.0,0.4999999701976776,0.4999999701976776,False
42,14,7,20,0.03471618518233299,0.2256554365158081,0.14418332278728485,0.2256554365158081,0.0,0.0,0.4999999701976776,0.4999999701976776,False
42,14,8,20,0.03891129791736603,0.2235093116760254,0.13747423887252808,0.2235093116760254,0.0,0.0,0.5,0.5,False
42,14,9,20,0.04228104650974274,0.221091166138649,0.13398848474025726,0.221091166138649,0.0,0.0,0.4999999701976776,0.4999999701976776,False
42,14,10,20,0.042080361396074295,0.22129234671592712,0.12021203339099884,0.22129234671592712,0.0,0.0,0.5,0.5,False
42,14,11,20,0.025599859654903412,0.2276560366153717,0.08099676668643951,0.22763435542583466,2.168118953704834e-05,9.523661159786874e-05,0.4999999701976776,0.4999999701976776,True
42,14,12,20,0.02499103732407093,0.2273728996515274,0.07180556654930115,0.2273728996515274,0.0,0.0,0.4999999701976776,0.4999999701976776,False
42,14,13,20,0.042075008153915405,0.2221272885799408,0.08604377508163452,0.2221272885799408,0.0,0.0,0.5,0.5,False
42,14,14,20,0.037407439202070236,0.2237839698791504,0.07003989070653915,0.2237839698791504,0.0,0.0,0.4999999701976776,0.4999999701976776,False
42,14,15,20,0.04234735295176506,0.22215181589126587,0.06975855678319931,0.22215181589126587,0.0,0.0,0.5,0.5,False
42,14,16,20,0.03539620339870453,0.22438067197799683,0.05285433679819107,0.22438067197799683,0.0,0.0,0.5000000596046448,0.5000000596046448,False
42,14,17,20,0.050061117857694626,0.2200266718864441,0.06641337275505066,0.2200266718864441,0.0,0.0,0.4944416880607605,0.4944416880607605,False
42,14,18,20,0.04177449271082878,0.22290082275867462,0.04799555242061615,0.22290082275867462,0.0,0.0,0.4992758631706238,0.4992758631706238,False
42,14,19,20,0.04551425576210022,0.22234375774860382,0.04551425576210022,0.22234375774860382,0.0,0.0,0.5028061866760254,0.5028061866760254,False
42,15,0,20,0.041968975216150284,0.21339263021945953,0.307035356760025,0.21269939839839935,0.0006932318210601807,0.0032486211934650215,0.49031180143356323,0.4987969696521759,True
42,15,1,20,0.040430694818496704,0.2177228182554245,0.25662216544151306,0.2177228182554245,0.0,0.0,0.5,0.5,False
42,15,2,20,0.03987104818224907,0.2147803008556366,0.245682492852211,0.2143896222114563,0.00039067864418029785,0.001818968697892319,0.47723883390426636,0.49569371342658997,True
42,15,3,20,0.042588911950588226,0.2151857316493988,0.21686698496341705,0.2151857316493988,0.0,0.0,0.4999999701976776,0.4999999701976776,False
42,15,4,20,0.044215474277734756,0.2093786746263504,0.23077569901943207,0.2074870616197586,0.0018916130065917969,0.009034411025704986,0.475522518157959,0.5,True
42,15,5,20,0.042907580733299255,0.21320928633213043,0.18265549838542938,0.21320928633213043,0.0,0.0,0.5,0.5,False
42,15,6,20,0.042784977704286575,0.20512689650058746,0.2024294137954712,0.20512689650058746,0.0,0.0,0.5,0.5,False
42,15,7,20,0.03464699909090996,0.2151252180337906,0.13714297115802765,0.2151252180337906,0.0,0.0,0.4999999701976776,0.4999999701976776,False
42,15,8,20,0.04277552664279938,0.20941835641860962,0.1483871042728424,0.20941835641860962,0.0,0.0,0.4999999701976776,0.4999999701976776,False
42,15,9,20,0.031892042607069016,0.21564756333827972,0.1051318496465683,0.21564756333827972,0.0,0.0,0.5,0.5,False
42,15,10,20,0.044175416231155396,0.20908835530281067,0.12328106164932251,0.20908835530281067,0.0,0.0,0.4999999701976776,0.4999999701976776,False
42,15,11,20,0.043575648218393326,0.2100464254617691,0.10702373832464218,0.2100464254617691,0.0,0.0,0.5,0.5,False
42,15,12,20,0.037037964910268784,0.21337085962295532,0.08093024045228958,0.21337085962295532,0.0,0.0,0.5,0.5,False
42,15,13,20,0.051313482224941254,0.20509813725948334,0.11166375875473022,0.20509813725948334,0.0,0.0,0.5,0.5,False
42,15,14,20,0.04151676222681999,0.21216100454330444,0.07020732760429382,0.21216100454330444,0.0,0.0,0.4999999701976776,0.4999999701976776,False
42,15,15,20,0.04687529429793358,0.21053379774093628,0.0717490166425705,0.21053379774093628,0.0,0.0,0.4999999701976776,0.4999999701976776,False
42,15,16,20,0.04995453730225563,0.20975828170776367,0.06966649740934372,0.20975828170776367,0.0,0.0,0.4924834966659546,0.4924834966659546,False
42,15,17,20,0.061476126313209534,0.20497219264507294,0.08835865557193756,0.20497219264507294,0.0,0.0,0.5,0.5,False
42,15,18,20,0.04842951148748398,0.2112000435590744,0.054067887365818024,0.2112000435590744,0.0,0.0,0.4999999403953552,0.4999999403953552,False
42,15,19,20,0.051350779831409454,0.21109524369239807,0.051350779831409454,0.21109524369239807,0.0,0.0,0.5020004510879517,0.5020004510879517,False
42,16,0,20,0.001073092338629067,0.4837383031845093,-0.00915838498622179,0.4833422303199768,0.0003960728645324707,0.0008187750730613513,0.5009824633598328,0.5071390271186829,True
42,16,1,20,0.0008255034335888922,0.48362836241722107,-0.010313482023775578,0.48347872495651245,0.00014963746070861816,0.0003094058833950841,0.5081273317337036,0.44987669587135315,True
42,16,2,20,0.0006571820704266429,0.48373255133628845,-0.010900263674557209,0.4834428131580353,0.00028973817825317383,0.0005989635749192104,0.5005309581756592,0.4799566864967346,True
42,16,3,20,0.0005339820636436343,0.48381391167640686,-0.011728312820196152,0.4836024045944214,0.00021150708198547363,0.00043716618493380076,0.4884535074234009,0.49743184447288513,True
42,16,4,20,0.00044460190110839903,0.48381277918815613,-0.01227568183094263,0.483698308467865,0.0001144707202911377,0.00023660127473941676,0.4937669038772583,0.49290814995765686,True
42,16,5,20,0.0002466770529281348,0.4837959110736847,-0.01231078989803791,0.4836207926273346,0.00017511844635009766,0.0003619676031603049,0.5200650095939636,0.5200249552726746,True
42,16,6,20,0.00033676077146083117,0.4836871922016144,-0.012492747977375984,0.4836871922016144,0.0,0.0,0.5210182666778564,0.5210182666778564,False
42,16,7,20,3.082117109443061e-05,0.4837246835231781,-0.012461021542549133,0.4837246835231781,0.0,0.0,0.5287551879882812,0.5287551879882812,False
42,16,8,20,-2.981479701702483e-05,0.483664333820343,-0.012073139660060406,0.483664333820343,0.0,0.0,0.5497744083404541,0.5497744083404541,False
42,16,9,20,-0.0002343301457585767,0.48366835713386536,-0.011662415228784084,0.48366835713386536,0.0,0.0,0.518335223197937,0.518335223197937,False
42,16,10,20,-0.0002412584435660392,0.4835944175720215,-0.01094077154994011,0.4835944175720215,0.0,0.0,0.5570226311683655,0.5570226311683655,False
42,16,11,20,-0.0003116028383374214,0.4835532009601593,-0.010144759900867939,0.4835532009601593,0.0,0.0,0.5445546507835388,0.5445546507835388,False
