Seed,Policy,state,latent_policy_shift,correction_policy_shift
2026,Rollout-Verified RL Neural Operator Solver,49,0.01585451513528824,0.01976614072918892
2026,Rollout-Verified RL Neural Operator Solver,50,0.015839550644159317,0.018419206142425537
2026,Rollout-Verified RL Neural Operator Solver,51,0.015847405418753624,0.019737696275115013
2026,Rollout-Verified RL Neural Operator Solver,52,0.015858648344874382,0.0199359692633152
2026,Rollout-Verified RL Neural Operator Solver,53,0.015875816345214844,0.020138362422585487
2026,Rollout-Verified RL Neural Operator Solver,54,0.01589188165962696,0.019868578761816025
2026,Rollout-Verified RL Neural Operator Solver,55,0.01843545027077198,0.021826239302754402
2026,Rollout-Verified RL Neural Operator Solver,56,0.01844850555062294,0.022820493206381798
2026,Rollout-Verified RL Neural Operator Solver,57,0.018459662795066833,0.02375268191099167
2026,Rollout-Verified RL Neural Operator Solver,58,0.01846885494887829,0.024596774950623512
2026,Rollout-Verified RL Neural Operator Solver,59,0.018475940451025963,0.025329740718007088
2026,Rollout-Verified RL Neural Operator Solver,60,0.014520390890538692,0.009726058691740036
2026,Rollout-Verified RL Neural Operator Solver,61,0.014509814791381359,0.009978707879781723
2026,Rollout-Verified RL Neural Operator Solver,62,0.01450950838625431,0.010070509277284145
2026,Rollout-Verified RL Neural Operator Solver,63,0.01451930683106184,0.009977034293115139
2026,Rollout-Verified RL Neural Operator Solver,64,0.014538894407451153,0.009721898473799229
2026,Rollout-Verified RL Neural Operator Solver,65,0.01516779139637947,0.010744784958660603
2026,Rollout-Verified RL Neural Operator Solver,66,0.015165756456553936,0.011234285309910774
2026,Rollout-Verified RL Neural Operator Solver,67,0.01516960933804512,0.011454523541033268
2026,Rollout-Verified RL Neural Operator Solver,68,0.015179206617176533,0.011409768834710121
2026,Rollout-Verified RL Neural Operator Solver,69,0.015194335021078587,0.011166803538799286
2026,Rollout-Verified RL Neural Operator Solver,70,0.01516779139637947,0.010744784958660603
2026,Rollout-Verified RL Neural Operator Solver,71,0.014184323139488697,0.002362346276640892
2026,Rollout-Verified RL Neural Operator Solver,72,0.014164985157549381,0.002314862795174122
2026,Rollout-Verified RL Neural Operator Solver,73,0.014157543890178204,0.0022738564293831587
2026,Rollout-Verified RL Neural Operator Solver,74,0.014162006787955761,0.0022506718523800373
2026,Rollout-Verified RL Neural Operator Solver,75,0.014177954755723476,0.0022263312712311745
2026,Rollout-Verified RL Neural Operator Solver,76,0.01715865731239319,0.025496605783700943
2026,Rollout-Verified RL Neural Operator Solver,77,0.017168350517749786,0.026063470169901848
2026,Rollout-Verified RL Neural Operator Solver,78,0.017177145928144455,0.026519296690821648
2026,Rollout-Verified RL Neural Operator Solver,79,0.01718495413661003,0.02685503102838993
2026,Rollout-Verified RL Neural Operator Solver,-1,0.015449054213240743,0.013890424533747137
2026,TD3+BC,0,0.0,0.0
2026,TD3+BC,1,0.0,0.0
2026,TD3+BC,2,0.0,0.0
2026,TD3+BC,3,0.0,0.0
2026,TD3+BC,4,0.0,0.0
2026,TD3+BC,5,0.0,0.0
2026,TD3+BC,6,0.0,0.0
2026,TD3+BC,7,0.0,0.0
2026,TD3+BC,8,0.0,0.0
2026,TD3+BC,9,0.0,0.0
2026,TD3+BC,10,0.0,0.0
2026,TD3+BC,11,0.0,0.0
2026,TD3+BC,12,0.0,0.0
2026,TD3+BC,13,0.0,0.0
2026,TD3+BC,14,0.0,0.0
2026,TD3+BC,15,0.0,0.0
2026,TD3+BC,16,0.0,0.0
2026,TD3+BC,17,0.0,0.0
2026,TD3+BC,18,0.0,0.0
2026,TD3+BC,19,0.0,0.0
2026,TD3+BC,20,0.0,0.0
2026,TD3+BC,21,0.0,0.0
2026,TD3+BC,22,0.0,0.0
2026,TD3+BC,23,0.0,0.0
2026,TD3+BC,24,0.0,0.0
2026,TD3+BC,25,0.0,0.0
2026,TD3+BC,26,0.0,0.0
2026,TD3+BC,27,0.0,0.0
2026,TD3+BC,28,0.0,0.0
2026,TD3+BC,29,0.0,0.0
2026,TD3+BC,30,0.0,0.0
2026,TD3+BC,31,0.0,0.0
2026,TD3+BC,32,0.0,0.0
2026,TD3+BC,33,0.0,0.0
2026,TD3+BC,34,0.0,0.0
2026,TD3+BC,35,0.0,0.0
2026,TD3+BC,36,0.0,0.0
2026,TD3+BC,37,0.0,0.0
2026,TD3+BC,38,0.0,0.0
2026,TD3+BC,39,0.0,0.0
2026,TD3+BC,40,0.0,0.0
2026,TD3+BC,41,0.0,0.0
2026,TD3+BC,42,0.0,0.0
2026,TD3+BC,43,0.0,0.0
2026,TD3+BC,44,0.0,0.0
2026,TD3+BC,45,0.0,0.0
2026,TD3+BC,46,0.0,0.0
2026,TD3+BC,47,0.0,0.0
2026,TD3+BC,48,0.0,0.0
2026,TD3+BC,49,0.0,0.0
2026,TD3+BC,50,0.0,0.0
2026,TD3+BC,51,0.0,0.0
2026,TD3+BC,52,0.0,0.0
2026,TD3+BC,53,0.0,0.0
2026,TD3+BC,54,0.0,0.0
2026,TD3+BC,55,0.0,0.0
2026,TD3+BC,56,0.0,0.0
2026,TD3+BC,57,0.0,0.0
2026,TD3+BC,58,0.0,0.0
2026,TD3+BC,59,0.0,0.0
2026,TD3+BC,60,0.0,0.0
2026,TD3+BC,61,0.0,0.0
