Case,SolverStep,LatentDistance,CorrectionDifference,NextErrorDifference
802,0,1.0,0.0886845663189888,0.0027829408645629883
802,0,1.0,0.0886845663189888,0.00743788480758667
802,0,3.0,0.29007309675216675,0.06418807804584503
802,0,3.0,0.29007309675216675,0.030047982931137085
802,0,1.0,0.10157624632120132,0.002686798572540283
802,0,1.0,0.10157624632120132,0.010593920946121216
802,0,3.0,0.31815099716186523,0.07236692309379578
802,0,3.0,0.31815099716186523,0.038613349199295044
802,0,1.0,0.0999159887433052,0.00821918249130249
802,0,1.0,0.0999159961938858,0.0047203898429870605
802,0,3.0,0.3074614107608795,0.032346829771995544
802,0,3.0,0.3074614107608795,0.07165694236755371
802,0,0.9999999403953552,0.09701420366764069,0.00945676863193512
802,0,0.9999999403953552,0.09701420366764069,0.0027003437280654907
802,0,3.0,0.30918824672698975,0.055377230048179626
802,0,3.0,0.30918824672698975,0.05160747468471527
802,0,1.0,0.10251882672309875,0.005387201905250549
802,0,1.0,0.10251882672309875,0.008227869868278503
802,0,3.0,0.26864686608314514,0.035586073994636536
802,0,3.0,0.26864689588546753,0.04785534739494324
802,0,0.9999999403953552,0.11677376925945282,0.011850610375404358
802,0,0.9999999403953552,0.11677376180887222,0.005651041865348816
802,0,3.0,0.2854785621166229,0.048363640904426575
802,0,3.0,0.2854785621166229,0.04473482072353363
802,0,1.0,0.07143130898475647,0.0011751949787139893
802,0,1.0,0.07143130898475647,0.005488336086273193
802,0,3.000000238418579,0.3068719208240509,0.035187557339668274
802,0,3.000000238418579,0.3068719208240509,0.06897804141044617
802,0,1.0,0.10600769519805908,0.015278294682502747
802,0,1.0,0.10600769519805908,-0.0011773854494094849
802,0,3.0,0.32190802693367004,0.06646046042442322
802,0,3.0,0.32190802693367004,0.04780195653438568
802,0,1.0000001192092896,0.09106206148862839,0.011804923415184021
802,0,1.0000001192092896,0.09106206148862839,-0.0012876838445663452
802,0,3.0,0.2843955457210541,0.05518081784248352
802,0,3.0,0.2843955457210541,0.036874547600746155
802,0,0.9999999403953552,0.11607541143894196,0.010908588767051697
802,0,0.9999999403953552,0.11607541143894196,0.006419479846954346
802,0,3.0,0.34608179330825806,0.07404345273971558
802,0,3.0,0.34608179330825806,0.05527462065219879
802,0,0.9999999403953552,0.0982087180018425,0.0040199607610702515
