Horizon,Case,SolverStep,Stage,ActionsDifferent,ImmediateGain,GreedyFinalError,LongFinalError,TrajectoryGain
5,838,0,Early,False,0.0,0.11962562054395676,0.11962562054395676,0.0
5,838,1,Early,False,0.0,0.11962562054395676,0.11962562054395676,0.0
5,838,2,Early,False,0.0,0.11962562054395676,0.11962562054395676,0.0
5,838,3,Early,False,0.0,0.11962562054395676,0.11962562054395676,0.0
5,838,4,Early,False,0.0,0.11962562054395676,0.11962562054395676,0.0
5,924,0,Early,False,0.0,0.1291295439004898,0.1291295439004898,0.0
5,924,1,Early,False,0.0,0.1291295439004898,0.1291295439004898,0.0
5,924,2,Early,False,0.0,0.1291295439004898,0.1291295439004898,0.0
5,924,3,Early,False,0.0,0.1291295439004898,0.1291295439004898,0.0
5,924,4,Early,False,0.0,0.1291295439004898,0.1291295439004898,0.0
5,812,0,Early,False,0.0,0.13844145834445953,0.13844145834445953,0.0
5,812,1,Early,False,0.0,0.13844145834445953,0.13844145834445953,0.0
5,812,2,Early,False,0.0,0.13844145834445953,0.13844145834445953,0.0
5,812,3,Early,False,0.0,0.13844145834445953,0.13844145834445953,0.0
5,812,4,Early,False,0.0,0.13844145834445953,0.13844145834445953,0.0
5,945,0,Early,False,0.0,0.1400691121816635,0.13927438855171204,0.000794723629951477
5,945,1,Early,False,0.0,0.1400691121816635,0.13927438855171204,0.000794723629951477
5,945,2,Early,True,-0.0013126202393323183,0.1400691121816635,0.13927438855171204,0.000794723629951477
5,945,3,Early,False,0.0,0.1400691121816635,0.13927438855171204,0.000794723629951477
5,945,4,Early,False,0.0,0.1400691121816635,0.13927438855171204,0.000794723629951477
5,933,0,Early,True,-0.006301105488091707,0.13678963482379913,0.13915711641311646,-0.0023674815893173218
5,933,1,Early,True,-0.0032123252749443054,0.13678963482379913,0.13915711641311646,-0.0023674815893173218
5,933,2,Early,False,0.0,0.13678963482379913,0.13915711641311646,-0.0023674815893173218
5,933,3,Early,False,0.0,0.13678963482379913,0.13915711641311646,-0.0023674815893173218
5,933,4,Early,False,0.0,0.13678963482379913,0.13915711641311646,-0.0023674815893173218
5,851,0,Early,False,0.0,0.14207686483860016,0.14135220646858215,0.0007246583700180054
5,851,1,Early,True,-0.008178824558854103,0.14207686483860016,0.14135220646858215,0.0007246583700180054
5,851,2,Early,False,0.0,0.14207686483860016,0.14135220646858215,0.0007246583700180054
5,851,3,Early,False,0.0,0.14207686483860016,0.14135220646858215,0.0007246583700180054
5,851,4,Early,False,0.0,0.14207686483860016,0.14135220646858215,0.0007246583700180054
5,844,0,Early,False,0.0,0.14337058365345,0.14337058365345,0.0
5,844,1,Early,False,0.0,0.14337058365345,0.14337058365345,0.0
5,844,2,Early,False,0.0,0.14337058365345,0.14337058365345,0.0
5,844,3,Early,False,0.0,0.14337058365345,0.14337058365345,0.0
5,844,4,Early,False,0.0,0.14337058365345,0.14337058365345,0.0
5,916,0,Early,False,0.0,0.1329207569360733,0.1334378719329834,-0.0005171149969100952
5,916,1,Early,True,-0.006669488735496998,0.1329207569360733,0.1334378719329834,-0.0005171149969100952
5,916,2,Early,True,-0.0006525206845253706,0.1329207569360733,0.1334378719329834,-0.0005171149969100952
5,916,3,Early,False,0.0,0.1329207569360733,0.1334378719329834,-0.0005171149969100952
5,916,4,Early,False,0.0,0.1329207569360733,0.1334378719329834,-0.0005171149969100952
5,855,0,Early,True,-0.013841274194419384,0.14149492979049683,0.14231102168560028,-0.0008160918951034546
5,855,1,Early,True,-0.010117457248270512,0.14149492979049683,0.14231102168560028,-0.0008160918951034546
5,855,2,Early,False,0.0,0.14149492979049683,0.14231102168560028,-0.0008160918951034546
5,855,3,Early,False,0.0,0.14149492979049683,0.14231102168560028,-0.0008160918951034546
5,855,4,Early,False,0.0,0.14149492979049683,0.14231102168560028,-0.0008160918951034546
5,883,0,Early,True,-0.0015765164280310273,0.13811910152435303,0.13911451399326324,-0.0009954124689102173
5,883,1,Early,True,-0.007955478504300117,0.13811910152435303,0.13911451399326324,-0.0009954124689102173
5,883,2,Early,False,0.0,0.13811910152435303,0.13911451399326324,-0.0009954124689102173
5,883,3,Early,False,0.0,0.13811910152435303,0.13911451399326324,-0.0009954124689102173
5,883,4,Early,False,0.0,0.13811910152435303,0.13911451399326324,-0.0009954124689102173
5,874,0,Early,True,-0.02258199453353882,0.1284998059272766,0.12861309945583344,-0.00011329352855682373
5,874,1,Early,True,-0.0012580333277583122,0.1284998059272766,0.12861309945583344,-0.00011329352855682373
5,874,2,Early,False,0.0,0.1284998059272766,0.12861309945583344,-0.00011329352855682373
5,874,3,Early,False,0.0,0.1284998059272766,0.12861309945583344,-0.00011329352855682373
5,874,4,Early,False,0.0,0.1284998059272766,0.12861309945583344,-0.00011329352855682373
5,896,0,Early,False,0.0,0.1258206069469452,0.1258206069469452,0.0
